"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1675",,"","hypothetical protein","28","65","101","502","21.705426356589147","88.53615520282186","2.1410510281797412","0.0037735291701451778","1.0","0.062085234648426316","36","12","28","0.0011932429624721419","0.06524533522315322"
"group_1674",,"","hypothetical protein","28","65","101","502","21.705426356589147","88.53615520282186","2.1410510281797412","0.0037735291701451778","1.0","0.062085234648426316","36","12","28","0.0011932429624721419","0.06524533522315322"
"group_1672",,"","hypothetical protein","28","65","101","502","21.705426356589147","88.53615520282186","2.1410510281797412","0.0037735291701451778","1.0","0.062085234648426316","36","12","28","0.0011932429624721419","0.06524533522315322"
"group_1185",,"","hypothetical protein","28","65","101","502","21.705426356589147","88.53615520282186","2.1410510281797412","0.0037735291701451778","1.0","0.062085234648426316","36","12","28","0.0011932429624721419","0.06524533522315322"
"group_100",,"","hypothetical protein","28","65","101","502","21.705426356589147","88.53615520282186","2.1410510281797412","0.0037735291701451778","1.0","0.062085234648426316","36","12","28","0.0011932429624721419","0.06524533522315322"
"group_2241",,"","hypothetical protein","27","65","102","502","20.930232558139537","88.53615520282186","2.0443438914027148","0.006057326062835635","1.0","0.09194950665596531","37","12","29","0.0007528970600105828","0.047031027439515996"
"clpP_2",,"clpP_2","ATP-dependent Clp protease proteolytic subunit","27","65","102","502","20.930232558139537","88.53615520282186","2.0443438914027148","0.006057326062835635","1.0","0.09194950665596531","37","12","29","0.0007528970600105828","0.047031027439515996"
"group_931",,"","hypothetical protein","27","65","102","502","20.930232558139537","88.53615520282186","2.0443438914027148","0.006057326062835635","1.0","0.09194950665596531","40","15","30","0.0022214337732293643","0.15385994416283216"
"group_1047",,"","hypothetical protein","3","65","126","502","2.3255813953488373","88.53615520282186","0.1838827838827839","0.0008020995599156977","1.0","0.015278828510238825","29","3","26","1.5236437320709232e-05","1.5236437320709232e-05"
"group_1183",,"","hypothetical protein","5","66","124","501","3.875968992248062","88.35978835978835","0.3060850439882698","0.005994982043717027","1.0","0.09153427836399071","32","4","30","2.46334820985794e-07","1.9301194697618484e-05"
"group_1890",,"","hypothetical protein","5","66","124","501","3.875968992248062","88.35978835978835","0.3060850439882698","0.005994982043717027","1.0","0.09153427836399071","21","4","18","0.001489639282226563","0.0071973800659179705"
"abgB_2",,"abgB_2","p-aminobenzoyl-glutamate hydrolase subunit B","5","66","124","501","3.875968992248062","88.35978835978835","0.3060850439882698","0.005994982043717027","1.0","0.09153427836399071","21","4","18","0.001489639282226563","0.0071973800659179705"
"cbl~~~yofA",,"cbl;yofA;","HTH-type transcriptional regulator cbl;HTH-type transcriptional regulator YofA;hypothetical protein","5","66","124","501","3.875968992248062","88.35978835978835","0.3060850439882698","0.005994982043717027","1.0","0.09153427836399071","21","4","18","0.001489639282226563","0.0071973800659179705"
"group_1993",,"","hypothetical protein","29","66","100","501","22.48062015503876","88.35978835978835","2.201363636363636","0.0025394982177834565","1.0","0.04409288056009859","37","14","27","0.007632078602910038","0.18774155899882303"
"group_1582",,"","hypothetical protein","29","66","100","501","22.48062015503876","88.35978835978835","2.201363636363636","0.0025394982177834565","1.0","0.04409288056009859","38","15","28","0.005097643297631296","0.2558750795433297"
"group_1440",,"","hypothetical protein","28","66","101","501","21.705426356589147","88.35978835978835","2.1044104410441045","0.004077839626900712","1.0","0.06639602778405972","35","11","28","0.0005082604475319391","0.04095959151163695"
"group_1212",,"","hypothetical protein","28","66","101","501","21.705426356589147","88.35978835978835","2.1044104410441045","0.004077839626900712","1.0","0.06639602778405972","35","11","28","0.0005082604475319391","0.04095959151163695"
"smc_3~~~smc_1",,";smc_3;smc_1","hypothetical protein;Chromosome partition protein Smc","28","66","101","501","21.705426356589147","88.35978835978835","2.1044104410441045","0.004077839626900712","1.0","0.06639602778405972","35","11","28","0.0005082604475319391","0.04095959151163695"
"group_1307",,"","hypothetical protein","26","66","103","501","20.155038759689923","88.35978835978835","1.9161518093556928","0.013906016329093445","1.0","0.17890887893561533","41","16","33","0.00011222142620681548","0.21102359760880082"
"group_2579",,"","hypothetical protein;IS21 family transposase ISLmo7;IS21 family transposase IS712;Insertion sequence IS5376 putative ATP-binding protein;IS21 family transposase ISCbe3","7","68","122","499","5.426356589147287","88.00705467372134","0.42104628736740596","0.027881127845124712","1.0","0.2940669743624332","30","5","27","8.430331945419313e-06","0.0003249142318964004"
"cas1~~~cas1_2",,"cas1;;cas1_2","CRISPR-associated endonuclease Cas1;hypothetical protein","6","68","123","499","4.651162790697675","88.00705467372134","0.35796269727403157","0.011458661356322921","1.0","0.1553153269851853","23","5","20","0.0004882812500000001","0.0106220245361328"
"group_1192",,"","hypothetical protein","30","71","99","496","23.25581395348837","87.47795414462081","2.1169440887750746","0.0033200806010641503","1.0","0.05603439259602463","36","13","28","0.0011932429624721419","0.13249816396273675"
"group_1361",,"","hypothetical protein","27","71","102","496","20.930232558139537","87.47795414462081","1.8492129246064624","0.01693738796514368","1.0","0.21065708518295972","29","16","19","0.13604594767093656","0.7110711038112639"
"blaR1~~~blaR1_3~~~blaR1_2~~~blaR1_1",,"blaR1;blaR1_3;blaR1_2;blaR1_1","beta-lactam sensor/signal transducer BlaR1;Regulatory protein BlaR1","8","72","121","495","6.2015503875969","87.3015873015873","0.45454545454545453","0.04546530284723771","1.0","0.37480220246336293","51","8","44","1.2115257419509367e-07","6.867117736675249e-07"
"group_1468",,"","hypothetical protein","7","72","122","495","5.426356589147287","87.3015873015873","0.3944672131147541","0.02012463292466251","1.0","0.24075932803773076","36","7","30","6.960169412195683e-05","0.0003125511575490236"
"group_1863",,"","hypothetical protein","29","72","100","495","22.48062015503876","87.3015873015873","1.99375","0.007958203135252638","1.0","0.115659218899005","46","15","38","9.247699921388637e-06","0.025896081793234778"
"group_1179",,"","hypothetical protein","8","73","121","494","6.2015503875969","87.12522045855378","0.44741310992867656","0.03302036561672219","1.0","0.2940669743624332","38","7","32","2.43425602093339e-05","0.00011616700794547796"
"idi",,"idi","Isopentenyl-diphosphate Delta-isomerase","7","73","122","494","5.426356589147287","87.12522045855378","0.38827756568605437","0.014314629492938926","1.0","0.1833553583957862","34","7","29","3.855815157294275e-05","0.0008213953115046025"
"group_2448",,"","hypothetical protein","29","75","100","492","22.48062015503876","86.77248677248677","1.9024","0.01311477425735793","1.0","0.1715412472862417","43","11","38","2.499509719200433e-07","0.0019139610012643966"
"group_1201",,"","hypothetical protein","34","76","95","491","26.356589147286826","86.59611992945327","2.3121883656509694","0.0007099206644342886","1.0","0.013689084458182548","44","17","35","0.00010604466626773493","0.17417114727072655"
"hin_2~~~hin",,"hin_2;hin","DNA-invertase hin","6","78","123","489","4.651162790697675","86.24338624338624","0.3058161350844278","0.002618292954621931","1.0","0.04520438668262818","35","6","29","0.0001168418675661087","0.0001168418675661087"
"group_2628",,"","hypothetical protein","36","78","93","489","27.906976744186046","86.24338624338624","2.4267990074441688","0.00019808479988574828","1.0","0.004492975460992348","43","19","35","4.193415793452005e-05","0.5423840118564844"
"group_2562",,"","hypothetical protein","35","78","94","489","27.131782945736433","86.24338624338624","2.3342880523731586","0.000496233789028617","1.0","0.01001142101875729","44","18","35","0.00010604466626773493","0.291215236545895"
"group_2333",,"","hypothetical protein","35","78","94","489","27.131782945736433","86.24338624338624","2.3342880523731586","0.000496233789028617","1.0","0.01001142101875729","40","11","32","0.00018216582975583162","0.00642657609569142"
"group_2450",,"","hypothetical protein","34","78","95","489","26.356589147286826","86.24338624338624","2.243724696356275","0.0008274118302149627","1.0","0.01568485034668364","50","15","42","1.1635558045952623e-06","0.006600447966810915"
"group_2331",,"","hypothetical protein","29","78","100","489","22.48062015503876","86.24338624338624","1.8180769230769231","0.02072451933159658","1.0","0.24606055630010581","37","15","26","0.020073851919732995","0.3240086000878365"
"group_226",,"","hypothetical protein","6","79","123","488","4.651162790697675","86.06701940035273","0.3013275702377277","0.002605418364057096","1.0","0.04513757907532029","35","6","29","0.0001168418675661087","0.0001168418675661087"
"group_2082",,"","hypothetical protein","30","79","99","488","23.25581395348837","86.06701940035273","1.8718833908707326","0.01081156808290401","1.0","0.14803200938925776","42","16","33","0.00027153923429068527","0.16414940178310666"
"group_2587",,"","hypothetical protein","31","80","98","487","24.031007751937985","85.89065255731923","1.9256377551020407","0.007547660057710362","1.0","0.11092516129758599","38","16","27","0.013852965261321508","0.4176921908365324"
"group_1579",,"","hypothetical protein;Glycyl-glycine endopeptidase ALE-1","31","81","98","486","24.031007751937985","85.71428571428571","1.8979591836734695","0.011095317685253151","1.0","0.1509117039755056","40","16","33","4.2277022657799555e-05","0.2681872510547691"
"group_1864",,"","hypothetical protein","10","82","119","485","7.751937984496124","85.5379188712522","0.49702807952449274","0.043778785755494126","1.0","0.36280455185756905","46","9","41","4.405936238072169e-08","4.056036132737975e-05"
"group_722",,"","hypothetical protein","9","82","120","485","6.976744186046512","85.5379188712522","0.44359756097560976","0.020760068133341886","1.0","0.24611029412457266","35","8","30","2.2361520677804957e-05","0.0018782254774123435"
"group_1194",,"","ISNCY family transposase ISBli29","6","82","123","485","4.651162790697675","85.5379188712522","0.28851873884592505","0.0017941293996179134","1.0","0.03192818033605756","35","6","30","2.2361520677804957e-05","0.0001168418675661087"
"group_2101",,"","hypothetical protein","10","84","119","483","7.751937984496124","85.18518518518519","0.4831932773109244","0.032726629999345475","1.0","0.2940669743624332","27","8","20","0.019157290458679185","0.05223898589611053"
"group_557",,"","hypothetical protein","10","85","119","482","7.751937984496124","85.00881834215167","0.47652001977261493","0.03255581040093807","1.0","0.2940669743624332","27","8","20","0.019157290458679185","0.05223898589611053"
"group_437",,"","hypothetical protein","11","86","118","481","8.527131782945736","84.83245149911816","0.5213835238470634","0.0493795524970194","1.0","0.3946341425627375","35","11","26","0.005988120567053562","0.04095959151163695"
"group_2197",,"","hypothetical protein","9","86","120","481","6.976744186046512","84.83245149911816","0.4194767441860465","0.015047760092916427","1.0","0.18925452116860275","49","8","43","5.7277652842913065e-08","1.9646537765538596e-06"
"group_709",,"","hypothetical protein","11","87","118","480","8.527131782945736","84.65608465608466","0.5143191116306254","0.049152496342857274","1.0","0.3932199707428582","35","11","26","0.005988120567053562","0.04095959151163695"
"group_2084",,"","hypothetical protein","11","87","118","480","8.527131782945736","84.65608465608466","0.5143191116306254","0.049152496342857274","1.0","0.3932199707428582","49","8","47","4.3556269702094125e-12","1.9646537765538596e-06"
"group_1992",,"","hypothetical protein","10","87","119","480","7.751937984496124","84.65608465608466","0.4636337293538105","0.024054639757306772","1.0","0.27477119424072","47","9","43","2.7811921654574673e-09","2.4904030624384184e-05"
"group_1060",,"","hypothetical protein","10","87","119","480","7.751937984496124","84.65608465608466","0.4636337293538105","0.024054639757306772","1.0","0.27477119424072","35","7","30","2.2361520677804957e-05","0.0005082604475319391"
"yitU_2~~~yitU_1~~~yitU",,"yitU_2;yitU_1;yitU","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","34","88","95","479","26.356589147286826","84.47971781305115","1.9480861244019139","0.004736290598435708","1.0","0.07539636636211651","55","24","39","0.002667262382859799","0.4187541882690159"
"group_1933",,"","hypothetical protein","30","88","99","479","23.25581395348837","84.47971781305115","1.649449035812672","0.03809748560347318","1.0","0.3253417486572987","47","14","37","9.848878492846334e-05","0.00794272650948358"
"group_936",,"","hypothetical protein","10","89","119","478","7.751937984496124","84.30335097001763","0.45132659805495234","0.017712052349895646","1.0","0.21787490100623988","40","8","35","1.3826120266458024e-06","0.00018216582975583162"
"group_2302",,"","hypothetical protein;IS1182 family transposase IS1182","32","89","97","478","24.8062015503876","84.30335097001763","1.7718058612301633","0.019892421833654163","1.0","0.23907461952606107","41","21","26","0.11727520595741232","0.9999999999999998"
"group_2140",,"","hypothetical protein","10","90","119","477","7.751937984496124","84.12698412698413","0.44537815126050423","0.017605879465414972","1.0","0.21690885721283626","28","8","21","0.012540951371192932","0.035698138177394874"
"group_701",,"","hypothetical protein","11","91","118","476","8.527131782945736","83.9506172839506","0.4876140808344198","0.027659124253780414","1.0","0.2940669743624332","40","9","35","1.3826120266458024e-06","0.0006795482549932785"
"group_1639",,"","hypothetical protein","11","91","118","476","8.527131782945736","83.9506172839506","0.4876140808344198","0.027659124253780414","1.0","0.2940669743624332","36","8","31","1.2913485988974564e-05","0.0011932429624721419"
"group_296",,"","hypothetical protein","10","92","119","475","7.751937984496124","83.77425044091711","0.4338691998538546","0.012811186720876142","1.0","0.16785007242977623","48","8","42","1.0087482138487754e-07","3.305266709219267e-06"
"group_1975",,"","hypothetical protein","11","93","118","474","8.527131782945736","83.5978835978836","0.47512301804264623","0.027736442744947222","1.0","0.2940669743624332","37","8","32","7.427530363202096e-06","0.0007528970600105828"
"group_2465",,"","hypothetical protein","35","93","94","474","27.131782945736433","83.5978835978836","1.8977350720658888","0.007783862633064021","1.0","0.11354220677971563","50","11","44","3.2437405650398445e-08","9.021490107130607e-05"
"csm6_2~~~csm6_1~~~csm6",,"csm6_2;csm6_1;csm6","CRISPR system endoribonuclease Csm6","12","94","117","473","9.30232558139535","83.42151675485009","0.5160938352427714","0.041292177530449566","1.0","0.3484526981279228","20","8","13","0.2631759643554687","0.5034446716308595"
"group_177",,"","hypothetical protein","11","94","118","473","8.527131782945736","83.42151675485009","0.469076812116841","0.020351091579213894","1.0","0.242689159447167","41","9","35","4.873598300036979e-06","0.0004308570423745555"
"group_229",,"","hypothetical protein","41","94","88","473","31.782945736434108","83.42151675485009","2.3444148936170213","0.00018426700119202787","1.0","0.004216114942726048","46","18","36","0.0001564172085295467","0.18392482137699037"
"group_2083",,"","hypothetical protein","11","95","118","472","8.527131782945736","83.24514991181657","0.4631578947368421","0.020378715096289888","1.0","0.242689159447167","38","7","32","2.43425602093339e-05","0.00011616700794547796"
"atl_3",,";atl_3","hypothetical protein;Bifunctional autolysin","41","95","88","472","31.782945736434108","83.24514991181657","2.3148325358851674","0.0002031978804298157","1.0","0.004569332279693965","43","18","33","0.000606106631266812","0.36037765293576723"
"group_2571",,"","hypothetical protein","12","96","117","471","9.30232558139535","83.06878306878306","0.5032051282051282","0.031054964446031702","1.0","0.2940669743624332","19","7","13","0.16706848144531244","0.3592834472656249"
"group_896",,"","hypothetical protein","12","96","117","471","9.30232558139535","83.06878306878306","0.5032051282051282","0.031054964446031702","1.0","0.2940669743624332","15","6","12","0.035156250000000014","0.6072387695312501"
"group_1637",,"","hypothetical protein","12","96","117","471","9.30232558139535","83.06878306878306","0.5032051282051282","0.031054964446031702","1.0","0.2940669743624332","39","9","33","1.4299261238193143e-05","0.0010650196345522998"
"hhaIM~~~hhaIM_2~~~hhaIM_1~~~aplIM",,"hhaIM;;hhaIM_2;hhaIM_1;aplIM","Modification methylase HhaI;hypothetical protein;Modification methylase AplI","42","96","87","471","32.55813953488372","83.06878306878306","2.3685344827586206","0.00012956947940750537","1.0","0.0031288039212003147","46","16","36","0.0001564172085295467","0.05407603185886957"
"group_2534",,"","hypothetical protein","12","97","117","470","9.30232558139535","82.89241622574956","0.4969600845889506","0.03108232697302101","1.0","0.2940669743624332","15","6","12","0.035156250000000014","0.6072387695312501"
"group_1471",,"","hypothetical protein","11","97","118","470","8.527131782945736","82.89241622574956","0.4516861785776691","0.014909087624992228","1.0","0.18781142805929216","39","8","34","2.4299079086631524e-06","0.00029407687543425725"
"sttH~~~rutB_2~~~rutB_1",,";sttH;rutB_2;rutB_1","hypothetical protein;Streptothricin hydrolase;Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","11","97","118","470","8.527131782945736","82.89241622574956","0.4516861785776691","0.014909087624992228","1.0","0.18781142805929216","41","9","35","4.873598300036979e-06","0.0004308570423745555"
"group_2074",,"","hypothetical protein","42","97","87","470","32.55813953488372","82.89241622574956","2.3391397084962673","0.00021283603838803423","1.0","0.00477239208362655","42","13","35","1.509720095782541e-05","0.01952047278246027"
"xerD_2~~~xerC_5~~~IntTn_1",,";xerD_2;xerC_5;Int-Tn_1","hypothetical protein;Tyrosine recombinase XerD;Tyrosine recombinase XerC;Transposase from transposon Tn916","38","97","91","470","29.457364341085274","82.89241622574956","2.023337487255013","0.002000407350960445","1.0","0.03519999302766272","50","20","37","0.0009362229108518244","0.20263875106454063"
"csm5_1~~~csm5_2~~~csm5",,"csm5_1;csm5_2;csm5","CRISPR system Cms protein Csm5","12","98","117","469","9.30232558139535","82.71604938271605","0.4908424908424908","0.023267228225172805","1.0","0.26730989039577235","17","5","13","0.049041748046874986","0.14346313476562497"
"cas1_1~~~cas1",,"cas1_1;;cas1","CRISPR-associated endonuclease Cas1;hypothetical protein","13","98","116","469","10.077519379844961","82.71604938271605","0.5363300492610837","0.045714282336486806","1.0","0.3752037226794871","18","6","13","0.09625244140624999","0.23788452148437486"
"group_874",,"","hypothetical protein","13","98","116","469","10.077519379844961","82.71604938271605","0.5363300492610837","0.045714282336486806","1.0","0.3752037226794871","16","5","12","0.076812744140625","0.21011352539062492"
"group_83",,"","hypothetical protein","13","98","116","469","10.077519379844961","82.71604938271605","0.5363300492610837","0.045714282336486806","1.0","0.3752037226794871","16","6","12","0.076812744140625","0.45449829101562506"
"csm4",,"csm4","CRISPR system Cms protein Csm4","12","99","117","468","9.30232558139535","82.53968253968253","0.48484848484848486","0.02311574474360341","1.0","0.2660005348208205","16","4","13","0.021270751953125","0.076812744140625"
"csm3~~~csm3_2~~~csm3_1",,"csm3;csm3_2;csm3_1","CRISPR system Cms endoribonuclease Csm3","12","99","117","468","9.30232558139535","82.53968253968253","0.48484848484848486","0.02311574474360341","1.0","0.2660005348208205","16","4","13","0.021270751953125","0.076812744140625"
"csm2",,";csm2","hypothetical protein;CRISPR system Cms protein Csm2","12","99","117","468","9.30232558139535","82.53968253968253","0.48484848484848486","0.02311574474360341","1.0","0.2660005348208205","16","4","13","0.021270751953125","0.076812744140625"
"srmB_1~~~srmB_2~~~srmB~~~radD",,"srmB_1;srmB_2;srmB;radD","ATP-dependent RNA helicase SrmB;Putative DNA repair helicase RadD","40","99","89","468","31.007751937984494","82.53968253968253","2.12461695607763","0.0009092415628131857","1.0","0.01686933282495953","41","10","35","4.873598300036979e-06","0.0014504910141113214"
"group_2104",,"","hypothetical protein","13","99","116","468","10.077519379844961","82.53968253968253","0.5297805642633229","0.045757412525928506","1.0","0.3752037226794871","15","5","12","0.035156250000000014","0.30175781250000017"
"group_1260",,"","IS6 family transposase IS257-3;hypothetical protein","13","99","116","468","10.077519379844961","82.53968253968253","0.5297805642633229","0.045757412525928506","1.0","0.3752037226794871","22","9","14","0.2862787246704102","0.5234670639038081"
"group_1003",,"","hypothetical protein","12","100","117","467","9.30232558139535","82.36331569664902","0.47897435897435897","0.023297650997796675","1.0","0.26730989039577235","15","4","13","0.007385253906249998","0.11846923828124997"
"group_1328",,"","hypothetical protein","11","100","118","467","8.527131782945736","82.36331569664902","0.43533898305084745","0.010886298378102883","1.0","0.14858377334148076","44","8","38","9.430375484953401e-07","2.544859864883617e-05"
"group_1680",,"","hypothetical protein","38","101","91","466","29.457364341085274","82.18694885361552","1.9266673920139266","0.004736038052555043","1.0","0.07539636636211651","52","23","35","0.0175332352990849","0.4884556693798922"
"group_879",,"","hypothetical protein","41","102","88","465","31.782945736434108","82.01058201058201","2.1239973262032086","0.0010068315129211642","1.0","0.018504950148490157","41","20","31","0.0014504910141113214","0.9999999999999998"
"group_2182",,"","hypothetical protein","13","103","116","464","10.077519379844961","81.83421516754849","0.5048543689320388","0.025996438098534073","1.0","0.2931322502834704","47","10","38","2.4904030624384184e-05","9.848878492846334e-05"
"group_1594",,"","hypothetical protein","44","104","85","463","34.10852713178294","81.65784832451499","2.304524886877828","0.000187283665944957","1.0","0.004260296261843544","38","11","31","0.00011616700794547796","0.013852965261321508"
"group_1879",,"","hypothetical protein","12","105","117","462","9.30232558139535","81.48148148148148","0.4512820512820513","0.012654273727481801","1.0","0.16607147192855715","26","7","19","0.02895927429199217","0.02895927429199217"
"group_1699",,"","hypothetical protein","39","107","90","460","30.23255813953488","81.12874779541445","1.8629283489096573","0.005737560983895621","1.0","0.0891651061418076","63","27","44","0.0022275315109880366","0.3135030532964526"
"group_1877",,"","hypothetical protein","44","108","85","459","34.10852713178294","80.95238095238095","2.2","0.0003573245279818932","1.0","0.0076410978081795575","39","10","32","7.025478407740594e-05","0.003377847911906429"
"group_1512",,"","hypothetical protein","44","108","85","459","34.10852713178294","80.95238095238095","2.2","0.0003573245279818932","1.0","0.0076410978081795575","40","11","33","4.2277022657799555e-05","0.00642657609569142"
"group_2365",,"","hypothetical protein","44","108","85","459","34.10852713178294","80.95238095238095","2.2","0.0003573245279818932","1.0","0.0076410978081795575","52","19","37","0.0031852534477767613","0.07039422106706228"
"group_2437",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_2005",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1961",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","41","10","34","2.5320803615613834e-05","0.0014504910141113214"
"group_1960",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1935",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1842",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1796",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1794",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","41","10","34","2.5320803615613834e-05","0.0014504910141113214"
"group_1793",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1715",,"","hypothetical protein","44","109","85","458","34.10852713178294","80.77601410934744","2.175067458175931","0.0003875098715482839","1.0","0.00804544304738342","40","10","33","4.2277022657799555e-05","0.0022214337732293643"
"group_1883",,"","hypothetical protein","44","110","85","457","34.10852713178294","80.59964726631394","2.1505882352941175","0.0005862056940088983","1.0","0.011706214469673877","41","10","34","2.5320803615613834e-05","0.0014504910141113214"
"group_1349",,"","hypothetical protein","44","110","85","457","34.10852713178294","80.59964726631394","2.1505882352941175","0.0005862056940088983","1.0","0.011706214469673877","41","10","34","2.5320803615613834e-05","0.0014504910141113214"
"group_2047",,"","hypothetical protein","44","111","85","456","34.10852713178294","80.42328042328042","2.1265500794912557","0.0006169866421893382","1.0","0.012227553454297794","41","10","34","2.5320803615613834e-05","0.0014504910141113214"
"group_941",,"","Toxin zeta","15","111","114","456","11.627906976744185","80.42328042328042","0.5405405405405406","0.04191858534587692","1.0","0.35335881610573794","30","11","21","0.04277394525706768","0.20048842206597323"
"group_1903",,"","hypothetical protein","36","112","93","455","27.906976744186046","80.24691358024691","1.5725806451612903","0.04353696122774679","1.0","0.3611818939908635","62","24","45","0.0004970915863810335","0.09795444051950734"
"group_1200",,"","hypothetical protein","42","114","87","453","32.55813953488372","79.8941798941799","1.9183303085299455","0.0033043920207960903","1.0","0.05588980297243042","48","13","40","3.305266709219267e-06","0.002088107333996448"
"group_1095",,"","hypothetical protein;IS6 family transposase IS1216E;IS6 family transposase IS1216V","16","114","113","453","12.4031007751938","79.8941798941799","0.5626455519329296","0.0452448725118197","1.0","0.3733772444508528","37","13","26","0.020073851919732995","0.09887174959294497"
"group_256",,"","hypothetical protein","13","114","116","453","10.077519379844961","79.8941798941799","0.4453266787658802","0.007660681687009218","1.0","0.11213095164186541","33","11","30","1.4011748135089879e-06","0.08014331245794892"
"group_1728",,"","hypothetical protein","37","115","92","452","28.68217054263566","79.71781305114638","1.580718336483932","0.04444650458994065","1.0","0.3675618208870961","60","23","44","0.000394043242726102","0.0924609810729238"
"group_1088",,"","hypothetical protein","37","115","92","452","28.68217054263566","79.71781305114638","1.580718336483932","0.04444650458994065","1.0","0.3675618208870961","57","22","48","1.5201952291432606e-07","0.11116111910399346"
"mboIR",,";mboIR","hypothetical protein;Type-2 restriction enzyme MboI","13","115","116","452","10.077519379844961","79.71781305114638","0.44047976011994006","0.005592996709276753","1.0","0.08709094875873802","34","11","31","7.660128176212309e-07","0.05761267291381961"
"dpnM~~~dpnM_2",,"dpnM;dpnM_2","Modification methylase DpnIIA","13","115","116","452","10.077519379844961","79.71781305114638","0.44047976011994006","0.005592996709276753","1.0","0.08709094875873802","34","11","31","7.660128176212309e-07","0.05761267291381961"
"dpnA_1~~~dpnA_2~~~dpnA",,"dpnA_1;dpnA_2;dpnA","Modification methylase DpnIIB","13","115","116","452","10.077519379844961","79.71781305114638","0.44047976011994006","0.005592996709276753","1.0","0.08709094875873802","34","11","31","7.660128176212309e-07","0.05761267291381961"
"lexA_3~~~lexA_1~~~lexA_2~~~lexA_4",,"lexA_3;lexA_1;lexA_2;lexA_4","LexA repressor","42","117","87","450","32.55813953488372","79.36507936507937","1.856763925729443","0.005121488187616478","1.0","0.08038687859282824","48","13","39","1.5221826110689559e-05","0.002088107333996448"
"group_632",,"","hypothetical protein","13","118","116","449","10.077519379844961","79.18871252204586","0.42643191116306256","0.00398775699449135","1.0","0.06544306944017104","42","12","36","2.8288777684792885e-06","0.007915897334896728"
"group_2385",,"","hypothetical protein","15","122","114","445","11.627906976744185","78.48324514991182","0.479939603106126","0.00988507577835691","1.0","0.13658111744462154","25","11","17","0.10775214433670036","0.690037965774536"
"group_2558",,"","hypothetical protein","17","125","112","442","13.178294573643413","77.95414462081128","0.5367142857142857","0.028761111547256822","1.0","0.2940669743624332","51","10","44","1.2115257419509367e-07","1.4737715885004822e-05"
"group_2454",,"","hypothetical protein","17","126","112","441","13.178294573643413","77.77777777777779","0.53125","0.021738245445280538","1.0","0.2531183238198244","25","12","15","0.4243562221527101","0.9999999999999997"
"group_1053",,"","hypothetical protein","13","126","116","441","10.077519379844961","77.77777777777779","0.3922413793103448","0.001411832743267736","1.0","0.025296948331427378","44","12","35","0.00010604466626773493","0.0036577668279278437"
"group_917",,"","hypothetical protein","13","130","116","437","10.077519379844961","77.07231040564373","0.3767241379310345","0.0006955307170823872","1.0","0.013477839673240923","39","13","29","0.003377847911906429","0.05325191409792753"
"group_1706",,"","hypothetical protein","18","131","111","436","13.953488372093023","76.89594356261023","0.5397152878068908","0.02357799556046517","1.0","0.2701315462168331","48","15","37","0.00022224496262168714","0.013283281562245008"
"group_723",,"","hypothetical protein","13","132","116","435","10.077519379844961","76.71957671957672","0.3693181818181818","0.0006898136779052773","1.0","0.013400142931189645","38","12","29","0.0016580525261815653","0.03355243967962451"
