"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"mdtD_1~~~mdtD_2~~~hsrA~~~tetK",,"mdtD_1;;mdtD_2;hsrA;tet(K)","Putative multidrug resistance protein MdtD;hypothetical protein;putative transport protein HsrA;tetracycline efflux MFS transporter Tet(K)","28","38","101","529","21.705426356589147","93.29805996472663","3.8593017196456487","2.3362766278430756e-06","0.018335098975312457","8.112875652793123e-05","31","17","19","0.28104151505976926","0.7201001318171611"
"lytO_1~~~lytO",,";lytO_1;lytO","hypothetical protein;putative autolysin LytO;Glycyl-glycine endopeptidase ALE-1","51","108","78","459","39.53488372093023","80.95238095238095","2.7788461538461537","2.3012966397012455e-06","0.018060576028375373","8.026922679277943e-05","59","23","41","0.003793705635371606","0.11747735024505852"
"group_877",,"","hypothetical protein","92","274","37","293","71.31782945736434","51.67548500881834","2.6589070822647467","2.2578813202079115e-06","0.017719852600991688","7.910648482585576e-05","44","25","24","0.4513808323961254","0.6515878272089135"
"group_415",,"","hypothetical protein","92","273","37","294","71.31782945736434","51.85185185185185","2.677754677754678","2.214039975571539e-06","0.017375785728285437","7.79183216515042e-05","45","25","24","0.5514843298025199","0.7659918242447937"
"group_1744",,"","hypothetical protein","53","115","76","452","41.08527131782946","79.71781305114638","2.740961098398169","2.1177652680415733e-06","0.016620221823590266","7.486586407022643e-05","43","16","31","0.005401572654591285","0.1262894743854302"
"group_2036",,"","hypothetical protein","58","133","71","434","44.96124031007752","76.5432098765432","2.6656782802075614","2.0178825751392376e-06","0.015836342449692738","7.165765814340605e-05","56","21","40","0.0018415547884925447","0.08142681460950622"
"group_1286",,"","hypothetical protein","69","174","60","393","53.48837209302325","69.31216931216932","2.597413793103448","1.9621949688342334e-06","0.015399306115411064","6.99968459791412e-05","41","17","30","0.004324004934460394","0.3488888794490776"
"fecE~~~potD~~~btuD_4",,"fecE;potD;;btuD_4","Fe(3+) dicitrate transport ATP-binding protein FecE;Spermidine/putrescine-binding periplasmic protein;hypothetical protein;Vitamin B12 import ATP-binding protein BtuD","79","215","50","352","61.240310077519375","62.08112874779541","2.586790697674419","1.7693127407069995e-06","0.013885566389068533","6.340441273547276e-05","48","23","28","0.3123268074732695","0.8854334972865135"
"group_1973",,"","hypothetical protein","80","218","49","349","62.01550387596899","61.552028218694886","2.6137427448043438","1.7583761284827222e-06","0.013799735856332403","6.3301540625378e-05","47","22","30","0.0789406936814885","0.7708669945730275"
"group_3133",,"","hypothetical protein","24","28","105","539","18.6046511627907","95.06172839506173","4.4","1.7201212718531094e-06","0.013499511741503203","6.220973152766453e-05","30","16","19","0.20048842206597323","0.8555355519056318"
"group_1493",,"","hypothetical protein","72","184","57","383","55.81395348837209","67.54850088183422","2.6292906178489703","1.5278280012959387e-06","0.011990394154170527","5.551108404708577e-05","41","16","26","0.11727520595741232","0.21102359760880082"
"group_1221",,"","hypothetical protein;Ferredoxin--NADP reductase","86","245","43","322","66.66666666666666","56.79012345679012","2.6285714285714286","1.4786592665262524e-06","0.01160451792369803","5.397450197068851e-05","48","25","27","0.47087901362171153","0.8854334972865135"
"group_195",,"","hypothetical protein","22","23","107","544","17.05426356589147","95.94356261022926","4.863063795205201","1.4629741777107903e-06","0.011481421346674282","5.365150161997328e-05","15","8","12","0.035156250000000014","0.9999999999999997"
"group_716",,"","hypothetical protein","38","300","91","267","29.457364341085274","47.08994708994709","0.37164835164835164","1.4234982333385816e-06","0.011171614135241188","5.24488926537145e-05","42","26","18","0.16414940178310666","0.4407990673425962"
"group_144",,"","hypothetical protein","38","300","91","267","29.457364341085274","47.08994708994709","0.37164835164835164","1.4234982333385816e-06","0.011171614135241188","5.24488926537145e-05","42","26","18","0.16414940178310666","0.4407990673425962"
"repD_3~~~repD_1~~~repN_2~~~repN~~~repD_2~~~repN_1",,"repD_3;repD_1;repN_2;repN;repD_2;repN_1","Replication initiation protein","31","45","98","522","24.031007751937985","92.06349206349206","3.669387755102041","1.2504973203346112e-06","0.009813902969986028","4.651138848334611e-05","37","18","23","0.18774155899882303","0.9999999999999993"
"group_1578",,"","hypothetical protein","64","152","65","415","49.6124031007752","73.19223985890653","2.688259109311741","9.726043929950588e-07","0.007632999276225221","3.634761560107248e-05","60","32","34","0.36629400670329115","0.698883427620006"
"group_1045",,"","hypothetical protein","51","104","78","463","39.53488372093023","81.65784832451499","2.910872781065089","9.670183931266847e-07","0.0075891603492582215","3.63117720060202e-05","32","11","24","0.0070003666914999485","0.11018416518345472"
"group_975",,"","hypothetical protein","61","140","68","427","47.286821705426355","75.30864197530865","2.7360294117647057","9.22564711036094e-07","0.007240287852211266","3.480907621255416e-05","28","14","16","0.571588188409805","1.0"
"group_119",,"","hypothetical protein","88","251","41","316","68.21705426356588","55.73192239858906","2.702166941988145","8.865665661815302e-07","0.006957774411392649","3.36124367700128e-05","47","21","29","0.14386508844054902","0.5600646295802097"
"group_1565",,"","hypothetical protein","22","22","107","545","17.05426356589147","96.11992945326278","5.093457943925234","8.851718302750858e-07","0.006946828523998873","3.36124367700128e-05","15","8","12","0.035156250000000014","0.9999999999999997"
"pknD",,";pknD","hypothetical protein;Serine/threonine-protein kinase PknD","90","259","39","308","69.76744186046511","54.32098765432099","2.7442827442827444","8.423068398733743e-07","0.006610424079326241","3.224597111866459e-05","45","20","29","0.07245426016254443","0.5514843298025199"
"group_2674",,"","hypothetical protein","90","259","39","308","69.76744186046511","54.32098765432099","2.7442827442827444","8.423068398733743e-07","0.006610424079326241","3.224597111866459e-05","32","17","19","0.37708558747544885","0.8600500659085804"
"hin~~~hin_2~~~hin_1",,"hin;hin_2;;hin_1","DNA-invertase hin;hypothetical protein","27","249","102","318","20.930232558139537","56.08465608465608","0.33805811481218995","8.330568506293218e-07","0.006537830163738918","3.220605991989615e-05","42","21","24","0.4407990673425962","1.0"
"group_2446",,"","hypothetical protein","24","26","105","541","18.6046511627907","95.41446208112875","4.756043956043956","6.857007647671708e-07","0.0053813796018927565","2.6640493078677012e-05","20","12","13","0.2631759643554687","0.5034446716308595"
"group_1511",,"","hypothetical protein","80","214","49","353","62.01550387596899","62.257495590828924","2.6931146290291816","6.371535310803781e-07","0.005000380911918807","2.4877516974720434e-05","44","21","29","0.048766765904474624","0.8803958212806721"
"group_738",,"","hypothetical protein","81","217","48","350","62.7906976744186","61.72839506172839","2.721774193548387","6.264709228249152e-07","0.004916543802329934","2.458271901164967e-05","43","20","28","0.06599403445579806","0.7607916425613435"
"group_1928",,"","hypothetical protein","19","15","110","552","14.728682170542637","97.35449735449735","6.356363636363636","5.791313039191183e-07","0.004545022473157241","2.2839308910337895e-05","12","8","8","0.3876953125000001","0.3876953125000001"
"htpX_1~~~htpX_2~~~htpX",,";htpX_1;htpX_2;htpX","hypothetical protein;Protease HtpX","69","168","60","399","53.48837209302325","70.37037037037037","2.73125","5.707184109699713e-07","0.0044789980892923345","2.2621202471173405e-05","41","12","30","0.004324004934460394","0.011507789735333064"
"cadA_2~~~cadA_3~~~copA_2~~~cadA_1",,"cadA_2;cadA_3;;copA_2;cadA_1","Cadmium-transporting ATPase;putative cadmium-transporting ATPase;hypothetical protein;Copper-exporting P-type ATPase","27","251","102","316","20.930232558139537","55.73192239858906","0.3332552144363722","5.343871449260435e-07","0.004193870313379589","2.128868179380502e-05","42","21","24","0.4407990673425962","1.0"
"copZ_1",,";copZ_1","hypothetical protein;Copper chaperone CopZ","27","251","102","316","20.930232558139537","55.73192239858906","0.3332552144363722","5.343871449260435e-07","0.004193870313379589","2.128868179380502e-05","42","21","24","0.4407990673425962","1.0"
"dps1",,"dps1;","DNA protection during starvation protein 1;hypothetical protein","27","251","102","316","20.930232558139537","55.73192239858906","0.3332552144363722","5.343871449260435e-07","0.004193870313379589","2.128868179380502e-05","42","21","24","0.4407990673425962","1.0"
"group_1299",,"","hypothetical protein","28","35","101","532","21.705426356589147","93.82716049382715","4.213861386138614","5.177375735602053e-07","0.004063204477300492","2.094435297577573e-05","11","6","7","0.548828125","0.9999999999999997"
"fixK",,";fixK","hypothetical protein;Nitrogen fixation regulation protein FixK","27","252","102","315","20.930232558139537","55.55555555555556","0.33088235294117646","5.038791784349534e-07","0.003954443792357515","2.0489346074391268e-05","43","22","24","0.5423840118564844","0.9999999999999998"
"group_1504",,"","hypothetical protein","71","176","58","391","55.03875968992248","68.95943562610229","2.719533699059561","4.81483500853976e-07","0.003778682514702004","1.968063809740627e-05","38","11","29","0.0016580525261815653","0.013852965261321508"
"glpQ_2~~~ugpQ_2~~~ugpQ_1",,"glpQ_2;ugpQ_2;ugpQ_1","Glycerophosphodiester phosphodiesterase;Glycerophosphodiester phosphodiesterase cytoplasmic","107","341","22","226","82.94573643410853","39.85890652557319","3.223407091442282","4.595833937877465e-07","0.0036068104744462343","1.8883824473540494e-05","29","18","12","0.26493089646101","0.4582583196461203"
"aacAaphD_2~~~aacAaphD_1~~~aacAaphD",,"aacA-aphD_2;aacA-aphD_1;;aacA-aphD","Bifunctional AAC/APH;IS1595 family transposase ISCco2","76","195","53","372","58.91472868217055","65.60846560846561","2.7355587808418","4.3231775275843483e-07","0.0033928297236481965","1.7856998545516824e-05","47","24","25","0.7708669945730275","1.0"
"group_1621",,"","hypothetical protein","51","101","78","466","39.53488372093023","82.18694885361552","3.016755521706017","4.162674045092969e-07","0.003266866590588962","1.7285008415814613e-05","26","10","20","0.009355306625366223","0.32693958282470703"
"group_61",,"","hypothetical protein","53","108","76","459","41.08527131782946","80.95238095238095","2.963815789473684","4.043160981791553e-07","0.003173072738510011","1.6878046481436227e-05","31","12","23","0.010673840530216692","0.28104151505976926"
"group_205",,"","hypothetical protein","82","219","47","348","63.565891472868216","61.37566137566137","2.772369571553483","3.8273196256988097e-07","0.0030036804422484257","1.606246225801297e-05","42","20","27","0.0884295469877543","0.8776143287523163"
"group_2173",,"","hypothetical protein","79","207","50","360","61.240310077519375","63.49206349206349","2.747826086956522","3.4856492421258194e-07","0.002735537525220343","1.4707190995808296e-05","46","19","30","0.05407603185886957","0.3019956131896606"
"group_1922",,"","hypothetical protein","60","132","69","435","46.51162790697674","76.71957671957672","2.8656126482213438","3.449788027139993e-07","0.0027073936436994663","1.4634560236213331e-05","32","8","27","0.00011307420209050176","0.0070003666914999485"
"yjjG_3~~~gph_1~~~yjjG_1",,"yjjG_3;gph_1;yjjG_1","Pyrimidine 5'-nucleotidase YjjG;Phosphoglycolate phosphatase","60","132","69","435","46.51162790697674","76.71957671957672","2.8656126482213438","3.449788027139993e-07","0.0027073936436994663","1.4634560236213331e-05","20","9","14","0.11531829833984371","0.8238029479980463"
"group_625",,"","hypothetical protein","70","169","59","398","54.263565891472865","70.19400352733686","2.7941028984053755","3.38732420590354e-07","0.0026583720367930985","1.4526623151874856e-05","42","14","29","0.01952047278246027","0.04355852192384191"
"pknD~~~prkC_2~~~prkC_1",,"pknD;prkC_2;prkC_1","Serine/threonine-protein kinase PknD;Serine/threonine-protein kinase PrkC","90","255","39","312","69.76744186046511","55.026455026455025","2.823529411764706","3.2422448988766894e-07","0.0025445137966384258","1.3980845036474867e-05","46","21","29","0.10380535550410737","0.6587380770236559"
"helD~~~helD_1~~~helD_2",,"helD;;helD_1;helD_2","DNA helicase IV;hypothetical protein","93","268","36","299","72.09302325581395","52.733686067019406","2.8821517412935322","2.9908669506121945e-07","0.00234723238284045","1.2968134711825691e-05","43","21","25","0.36037765293576723","0.9999999999999998"
"group_711",,"","hypothetical protein","107","339","22","228","82.94573643410853","40.21164021164021","3.271118262268705","2.915040947720461e-07","0.002287724135771018","1.270957853206121e-05","27","18","11","0.12207812070846553","0.44206833839416504"
"xerC_1~~~xerC_8~~~xerC_5~~~xerC_2~~~xerC_4~~~IntTn~~~xerC_7~~~xerC_3~~~xerC_6",,"xerC_1;;xerC_8;xerC_5;xerC_2;xerC_4;Int-Tn;xerC_7;xerC_3;xerC_6","Tyrosine recombinase XerC;hypothetical protein;Transposase from transposon Tn916","37","305","92","262","28.68217054263566","46.20811287477954","0.34547398431931575","2.886224101821455e-07","0.002265108675109478","1.2654238408432838e-05","43","28","19","0.06599403445579806","0.5423840118564844"
"group_860",,"","hypothetical protein","56","117","73","450","43.41085271317829","79.36507936507937","2.9504741833508956","2.5308716181353456e-07","0.0019862280459126192","1.1158584527598984e-05","46","20","33","0.004533861582189049","0.4613911821367656"
"pls~~~bca~~~bca_2",,";pls;bca;bca_2","hypothetical protein;Surface protein;C protein alpha-antigen","72","176","57","391","55.81395348837209","68.95943562610229","2.8062200956937797","2.522919460033788e-07","0.001979987192234517","1.1158584527598984e-05","49","18","33","0.02129411414138717","0.08543313315739448"
"group_1818",,"","hypothetical protein","68","160","61","407","52.71317829457365","71.78130511463846","2.835655737704918","2.427020918395298e-07","0.00190472601675663","1.0822306913389943e-05","38","15","24","0.14330665429588418","0.2558750795433297"
"group_1233",,"","hypothetical protein","81","211","48","356","62.7906976744186","62.78659611992945","2.8471563981042656","1.9639716770183946e-07","0.0015413249721240362","8.807571269280206e-06","50","22","31","0.11892045255943637","0.4798876616983277"
"group_2480",,"","hypothetical protein","87","238","42","329","67.44186046511628","58.0246913580247","2.8634453781512605","1.7310731186846117e-07","0.0013585461835436833","7.807736687032662e-06","43","22","27","0.1262894743854302","0.9999999999999998"
"group_1707",,"","hypothetical protein","63","140","66","427","48.837209302325576","75.30864197530865","2.911363636363636","1.705901599903948e-07","0.0013387915756046184","7.73867962777236e-06","36","14","26","0.011330984183587136","0.2429849540349096"
